BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2314.18,2017-05-25,2017-05-25
BATI ANADOLU YTM,4977.95,2017-05-25,2017-05-25
DOĞU AKDENİZ YTM,2765.32,2017-05-25,2017-05-25
DOĞU ANADOLU YTM,1301.11,2017-05-25,2017-05-25
GÜNEY DOĞU ANADOLU YTM,4772.12,2017-05-25,2017-05-25
KUZEY BATI ANADOLU YTM,7702.61,2017-05-25,2017-05-25
ORTA ANADOLU YTM,3732.4,2017-05-25,2017-05-25
ORTA KARADENİZ YTM,1710.46,2017-05-25,2017-05-25
TRAKYA YTM,5566.25,2017-05-25,2017-05-25
