BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,1891.91,2017-04-16,2017-04-16
BATI ANADOLU YTM,3882.07,2017-04-16,2017-04-16
DOĞU AKDENİZ YTM,2439.33,2017-04-16,2017-04-16
DOĞU ANADOLU YTM,1207.38,2017-04-16,2017-04-16
GÜNEY DOĞU ANADOLU YTM,3945.74,2017-04-16,2017-04-16
KUZEY BATI ANADOLU YTM,5846.3,2017-04-16,2017-04-16
ORTA ANADOLU YTM,2987.22,2017-04-16,2017-04-16
ORTA KARADENİZ YTM,1565.09,2017-04-16,2017-04-16
TRAKYA YTM,3663.97,2017-04-16,2017-04-16
