ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2453.46,21.12.2017,2017-12-21
5,BATI ANADOLU YTM,5723.69,21.12.2017,2017-12-21
11,DOĞU AKDENİZ YTM,3338.34,21.12.2017,2017-12-21
9,DOĞU ANADOLU YTM,1400.64,21.12.2017,2017-12-21
10,GÜNEY DOĞU ANADOLU YTM,5718.28,21.12.2017,2017-12-21
4,KUZEY BATI ANADOLU YTM,8932.39,21.12.2017,2017-12-21
6,ORTA ANADOLU YTM,4340.57,21.12.2017,2017-12-21
8,ORTA KARADENİZ YTM,1999.48,21.12.2017,2017-12-21
3,TRAKYA YTM,6738.83,21.12.2017,2017-12-21
