BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2335.75,2017-02-22,2017-02-22
BATI ANADOLU YTM,5107.1,2017-02-22,2017-02-22
DOĞU AKDENİZ YTM,3141.89,2017-02-22,2017-02-22
DOĞU ANADOLU YTM,1401.31,2017-02-22,2017-02-22
GÜNEY DOĞU ANADOLU YTM,5757.27,2017-02-22,2017-02-22
KUZEY BATI ANADOLU YTM,8703.08,2017-02-22,2017-02-22
ORTA ANADOLU YTM,3794.02,2017-02-22,2017-02-22
ORTA KARADENİZ YTM,1785.89,2017-02-22,2017-02-22
TRAKYA YTM,6399.05,2017-02-22,2017-02-22
