BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2210.61,2017-03-29,2017-03-29
BATI ANADOLU YTM,4670.41,2017-03-29,2017-03-29
DOĞU AKDENİZ YTM,2678.45,2017-03-29,2017-03-29
DOĞU ANADOLU YTM,1312.42,2017-03-29,2017-03-29
GÜNEY DOĞU ANADOLU YTM,4877.53,2017-03-29,2017-03-29
KUZEY BATI ANADOLU YTM,8096.0,2017-03-29,2017-03-29
ORTA ANADOLU YTM,3368.77,2017-03-29,2017-03-29
ORTA KARADENİZ YTM,1672.44,2017-03-29,2017-03-29
TRAKYA YTM,5972.56,2017-03-29,2017-03-29
