BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2567.87,2017-01-31,2017-01-31
BATI ANADOLU YTM,5584.0,2017-01-31,2017-01-31
DOĞU AKDENİZ YTM,3433.46,2017-01-31,2017-01-31
DOĞU ANADOLU YTM,1434.49,2017-01-31,2017-01-31
GÜNEY DOĞU ANADOLU YTM,5559.43,2017-01-31,2017-01-31
KUZEY BATI ANADOLU YTM,8779.35,2017-01-31,2017-01-31
ORTA ANADOLU YTM,4062.56,2017-01-31,2017-01-31
ORTA KARADENİZ YTM,1767.42,2017-01-31,2017-01-31
TRAKYA YTM,6799.53,2017-01-31,2017-01-31
