date,mw,region
2014-08-30 0:00,8834,ОЭС СР. ВОЛГИ
2014-08-30 1:00,8304,ОЭС СР. ВОЛГИ
2014-08-30 2:00,8058,ОЭС СР. ВОЛГИ
2014-08-30 3:00,8028,ОЭС СР. ВОЛГИ
2014-08-30 4:00,8159,ОЭС СР. ВОЛГИ
2014-08-30 5:00,8157,ОЭС СР. ВОЛГИ
2014-08-30 6:00,8765,ОЭС СР. ВОЛГИ
2014-08-30 7:00,9054,ОЭС СР. ВОЛГИ
2014-08-30 8:00,9468,ОЭС СР. ВОЛГИ
2014-08-30 9:00,9780,ОЭС СР. ВОЛГИ
2014-08-30 10:00,10165,ОЭС СР. ВОЛГИ
2014-08-30 11:00,10502,ОЭС СР. ВОЛГИ
2014-08-30 12:00,10550,ОЭС СР. ВОЛГИ
2014-08-30 13:00,10511,ОЭС СР. ВОЛГИ
2014-08-30 14:00,10386,ОЭС СР. ВОЛГИ
2014-08-30 15:00,10108,ОЭС СР. ВОЛГИ
2014-08-30 16:00,10160,ОЭС СР. ВОЛГИ
2014-08-30 17:00,10216,ОЭС СР. ВОЛГИ
2014-08-30 18:00,10335,ОЭС СР. ВОЛГИ
2014-08-30 19:00,10269,ОЭС СР. ВОЛГИ
2014-08-30 20:00,10604,ОЭС СР. ВОЛГИ
2014-08-30 21:00,11368,ОЭС СР. ВОЛГИ
2014-08-30 22:00,10838,ОЭС СР. ВОЛГИ
2014-08-30 23:00,8983,ОЭС СР. ВОЛГИ
