date,mw,region
2008-03-24 0:00,12354,ОЭС СР. ВОЛГИ
2008-03-24 1:00,12413,ОЭС СР. ВОЛГИ
2008-03-24 2:00,12038,ОЭС СР. ВОЛГИ
2008-03-24 3:00,12435,ОЭС СР. ВОЛГИ
2008-03-24 4:00,12447,ОЭС СР. ВОЛГИ
2008-03-24 5:00,12754,ОЭС СР. ВОЛГИ
2008-03-24 6:00,12569,ОЭС СР. ВОЛГИ
2008-03-24 7:00,12875,ОЭС СР. ВОЛГИ
2008-03-24 8:00,14052,ОЭС СР. ВОЛГИ
2008-03-24 9:00,15328,ОЭС СР. ВОЛГИ
2008-03-24 10:00,14214,ОЭС СР. ВОЛГИ
2008-03-24 11:00,14452,ОЭС СР. ВОЛГИ
2008-03-24 12:00,14395,ОЭС СР. ВОЛГИ
2008-03-24 13:00,14423,ОЭС СР. ВОЛГИ
2008-03-24 14:00,14368,ОЭС СР. ВОЛГИ
2008-03-24 15:00,14047,ОЭС СР. ВОЛГИ
2008-03-24 16:00,14189,ОЭС СР. ВОЛГИ
2008-03-24 17:00,13939,ОЭС СР. ВОЛГИ
2008-03-24 18:00,14350,ОЭС СР. ВОЛГИ
2008-03-24 19:00,14920,ОЭС СР. ВОЛГИ
2008-03-24 20:00,14497,ОЭС СР. ВОЛГИ
2008-03-24 21:00,14818,ОЭС СР. ВОЛГИ
2008-03-24 22:00,13407,ОЭС СР. ВОЛГИ
2008-03-24 23:00,12643,ОЭС СР. ВОЛГИ
