date,mw,region
2022-02-05 0:00,12967,ОЭС СР. ВОЛГИ
2022-02-05 1:00,13076,ОЭС СР. ВОЛГИ
2022-02-05 2:00,13503,ОЭС СР. ВОЛГИ
2022-02-05 3:00,13248,ОЭС СР. ВОЛГИ
2022-02-05 4:00,13526,ОЭС СР. ВОЛГИ
2022-02-05 5:00,12909,ОЭС СР. ВОЛГИ
2022-02-05 6:00,13054,ОЭС СР. ВОЛГИ
2022-02-05 7:00,13097,ОЭС СР. ВОЛГИ
2022-02-05 8:00,13627,ОЭС СР. ВОЛГИ
2022-02-05 9:00,14278,ОЭС СР. ВОЛГИ
2022-02-05 10:00,15633,ОЭС СР. ВОЛГИ
2022-02-05 11:00,15656,ОЭС СР. ВОЛГИ
2022-02-05 12:00,15560,ОЭС СР. ВОЛГИ
2022-02-05 13:00,15808,ОЭС СР. ВОЛГИ
2022-02-05 14:00,14926,ОЭС СР. ВОЛГИ
2022-02-05 15:00,14937,ОЭС СР. ВОЛГИ
2022-02-05 16:00,15173,ОЭС СР. ВОЛГИ
2022-02-05 17:00,14824,ОЭС СР. ВОЛГИ
2022-02-05 18:00,15266,ОЭС СР. ВОЛГИ
2022-02-05 19:00,15358,ОЭС СР. ВОЛГИ
2022-02-05 20:00,15027,ОЭС СР. ВОЛГИ
2022-02-05 21:00,14630,ОЭС СР. ВОЛГИ
2022-02-05 22:00,13898,ОЭС СР. ВОЛГИ
2022-02-05 23:00,13188,ОЭС СР. ВОЛГИ
